ID,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,Waterfront View,No of Times Visited,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Zipcode,Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Plot length,total_area,year_sold,month_sold,date_sold,Ever Renovated,Years Since Renovation
8682230590,800000.0,2,2.5,2395.0,6143.0,1.0,No,0,Fair,8,2395.0,0,15,98053.0,47.7114,-122.029,2170.0,6162,48.938737212968626,8538.0,2016,4,30,No,0
3876100940,600000.0,4,1.75,3050.0,9440.0,1.0,No,0,Fair,8,1800.0,1250,52,98034.0,47.7228,-122.183,2020.0,8660,55.226805085936306,12490.0,2016,4,30,No,0
1221079058,435000.0,2,1.0,1120.0,88327.0,1.5,No,0,Good,6,1120.0,0,46,98010.0,47.3205,-121.867,1640.0,136662,33.46640106136302,89447.0,2017,8,31,No,0
2770605550,1129575.0,4,3.25,2960.0,4296.0,2.0,No,0,Fair,9,2190.0,770,11,98119.0,47.6526,-122.372,2150.0,6000,54.405882034941776,7256.0,2016,3,31,No,0
4468400214,318000.0,3,2.25,1250.0,1017.0,3.0,No,0,Fair,8,1250.0,0,10,98133.0,47.7099,-122.333,1250.0,1017,35.35533905932738,2267.0,2017,10,31,No,0
2767705010,639000.0,4,2.0,1940.0,5000.0,1.0,No,0,Good,7,980.0,960,108,98107.0,47.6719,-122.369,1940.0,5000,44.04543109109048,6940.0,2017,10,31,No,0
5422560930,453000.0,3,2.5,1750.0,3900.0,2.0,No,0,Fair,8,1750.0,0,41,98052.0,47.6638,-122.129,1750.0,5700,41.83300132670378,5650.0,2016,3,31,No,0
824059211,800000.0,4,1.75,2150.0,9148.0,1.0,No,0,Good,7,2150.0,0,63,98004.0,47.5828,-122.197,2370.0,9148,46.36809247747852,11298.0,2017,11,30,No,0
6825100015,437000.0,2,1.75,1500.0,6800.0,1.0,No,0,Good,7,910.0,590,76,98117.0,47.7004,-122.371,1450.0,6800,38.72983346207417,8300.0,2017,6,30,No,0
4166600115,1129575.0,3,2.75,3230.0,75889.0,2.0,Yes,4,Fair,7,3230.0,0,93,98023.0,47.3344,-122.37,2560.0,72229,56.83308895353129,79119.0,2017,11,30,Yes,24
3574801500,490000.0,4,2.5,3000.0,8645.0,2.0,No,0,Fair,8,3000.0,0,33,98034.0,47.7315,-122.224,1930.0,8866,54.772255750516614,11645.0,2017,9,30,No,0
9477001140,499950.0,4,1.75,1520.0,7700.0,1.0,No,0,Good,7,1520.0,0,51,98034.0,47.7356,-122.191,1520.0,7500,38.98717737923585,9220.0,2017,7,31,No,0
3384300100,160134.0,3,1.5,1190.0,10116.0,1.0,No,0,Fair,7,1190.0,0,50,98042.0,47.385,-122.085,1190.0,9905,34.49637662132068,11306.0,2017,12,31,No,0
6123600100,191000.0,3,1.0,990.0,8255.0,1.0,No,0,Fair,7,990.0,0,65,98148.0,47.425,-122.331,1180.0,9750,31.464265445104548,9245.0,2017,12,31,No,0
1311300100,221000.0,3,1.0,1250.0,7280.0,1.0,No,0,Fair,7,1250.0,0,53,98001.0,47.3414,-122.286,1450.0,7350,35.35533905932738,8530.0,2016,1,31,No,0
3812400854,352800.0,4,2.0,2080.0,6360.0,1.0,No,0,Fair,7,1330.0,750,58,98118.0,47.5392,-122.278,2080.0,6741,45.60701700396552,8440.0,2017,10,31,No,0
1326069188,350000.0,3,2.5,1640.0,10424.0,2.0,No,0,Fair,7,1640.0,0,30,98019.0,47.7345,-121.977,1560.0,10101,40.496913462633174,12064.0,2016,5,31,No,0
3131201865,458000.0,4,1.5,1550.0,3000.0,1.5,No,0,Fair,7,1350.0,200,100,98105.0,47.6604,-122.324,1710.0,5535,39.370039370059054,4550.0,2017,6,30,No,0
321059059,359950.0,3,1.0,1290.0,189486.0,1.0,No,0,Good,7,1290.0,0,58,98092.0,47.3356,-122.157,2370.0,98881,35.91656999213594,190776.0,2017,5,31,No,0
223039330,1050000.0,3,3.0,3250.0,5093.0,2.0,No,3,Fair,10,3250.0,0,14,98146.0,47.5123,-122.39,2820.0,7752,57.0087712549569,8343.0,2016,4,30,No,0
7857000900,353000.0,3,1.75,1260.0,11775.0,1.0,No,0,Excellent,6,1260.0,0,76,98108.0,47.5501,-122.296,1270.0,5480,35.4964786985977,13035.0,2017,7,31,No,0
8109800110,717550.0,3,3.5,2840.0,4468.0,3.0,No,0,Fair,10,2840.0,0,12,98052.0,47.7069,-122.117,3040.0,5400,53.291650377896914,7308.0,2017,8,31,No,0
5422560900,450000.0,3,2.25,1960.0,6500.0,2.0,No,0,Good,8,1960.0,0,41,98052.0,47.6642,-122.129,1860.0,6160,44.27188724235731,8460.0,2017,8,31,No,0
3332000195,167500.0,3,1.0,760.0,3090.0,1.0,No,0,Okay,5,760.0,0,115,98118.0,47.5513,-122.275,1020.0,5356,27.568097504180443,3850.0,2017,9,30,No,0
2423029245,550000.0,3,1.75,2240.0,78225.0,2.0,No,0,Excellent,8,2240.0,0,42,98070.0,47.4638,-122.484,2030.0,202554,47.32863826479693,80465.0,2017,6,30,No,0
8651600110,939000.0,4,2.25,2240.0,9684.0,2.0,No,0,Good,9,2240.0,0,48,98040.0,47.5489,-122.225,2440.0,9618,47.32863826479693,11924.0,2016,4,30,No,0
7902200015,700000.0,3,1.75,1820.0,15570.0,1.0,No,2,Fair,8,1820.0,0,70,98146.0,47.5068,-122.386,2490.0,9480,42.661458015403085,17390.0,2016,4,30,No,0
3523089019,480000.0,4,3.5,3370.0,435600.0,2.0,No,3,Fair,9,3370.0,0,13,98045.0,47.4398,-121.738,2790.0,114868,58.05170109479997,438970.0,2017,5,31,No,0
8827900015,501000.0,3,1.0,1160.0,4360.0,1.0,No,0,Good,8,1160.0,0,89,98105.0,47.6718,-122.291,1810.0,4360,34.058772731852805,5520.0,2017,8,31,No,0
9237800100,580000.0,3,2.25,1640.0,8625.0,1.0,No,0,Fair,8,1320.0,320,31,98052.0,47.6772,-122.153,1770.0,9476,40.496913462633174,10265.0,2016,2,29,No,0
2724089019,527550.0,1,0.75,820.0,59677.0,1.0,No,0,Fair,5,820.0,0,19,98065.0,47.5316,-121.764,1590.0,14163,28.635642126552707,60497.0,2017,5,31,No,0
5416501030,399000.0,4,2.5,2800.0,4687.0,2.0,No,0,Fair,9,2800.0,0,13,98038.0,47.3594,-122.04,2750.0,4750,52.91502622129181,7487.0,2017,11,30,No,0
7211402305,240000.0,3,1.75,1780.0,5000.0,1.5,No,0,Fair,6,1080.0,700,61,98146.0,47.5105,-122.36,1500.0,5000,42.190046219457976,6780.0,2016,4,30,No,0
1221059176,353000.0,4,2.75,2200.0,268329.0,1.0,No,0,Fair,7,1410.0,790,29,98092.0,47.3224,-122.122,2240.0,58806,46.9041575982343,270529.0,2016,3,31,No,0
7549802600,335000.0,4,2.0,1480.0,3132.0,1.0,No,0,Excellent,6,740.0,740,108,98108.0,47.55,-122.312,1480.0,6420,38.47076812334269,4612.0,2017,5,31,No,0
4112100165,475000.0,3,3.0,2010.0,2554.0,2.0,No,0,Fair,7,1860.0,150,17,98118.0,47.5525,-122.269,1370.0,5100,44.83302354291979,4564.0,2016,3,31,No,0
7518506595,660000.0,3,2.0,2880.0,5100.0,1.5,No,0,Good,7,2080.0,800,92,98117.0,47.6805,-122.385,1820.0,5100,53.665631459994955,7980.0,2017,8,31,No,0
2767602490,551000.0,3,1.0,940.0,1948.0,1.0,No,0,Excellent,6,940.0,0,118,98107.0,47.6733,-122.383,1700.0,5000,30.659419433511783,2888.0,2017,7,31,No,0
3821000100,249950.0,4,1.75,1620.0,10530.0,1.0,No,0,Fair,7,1620.0,0,50,98030.0,47.3808,-122.211,1890.0,9975,40.24922359499622,12150.0,2016,3,31,No,0
524069019,1129575.0,4,3.25,4400.0,262666.0,2.0,No,0,Fair,10,4400.0,0,30,98075.0,47.5927,-122.064,3240.0,9791,66.332495807108,267066.0,2017,11,30,No,0
1492800296,575000.0,3,1.75,1530.0,6743.0,1.0,No,0,Fair,7,1410.0,120,63,98116.0,47.5745,-122.396,2040.0,6000,39.11521443121589,8273.0,2017,7,31,No,0
7855900110,1090000.0,4,2.75,3460.0,11350.0,1.0,No,4,Good,9,1780.0,1680,44,98006.0,47.568,-122.153,3200.0,13874,58.82176467941097,14810.0,2017,7,31,No,0
7853290090,515000.0,4,2.5,2890.0,7306.0,2.0,No,0,Fair,7,2890.0,0,12,98065.0,47.5447,-121.883,2850.0,6687,53.75872022286245,10196.0,2017,11,30,No,0
2123049175,235000.0,3,1.5,1980.0,11214.0,1.0,No,0,Fair,7,1980.0,0,59,98168.0,47.4696,-122.298,1510.0,9072,44.49719092257398,13194.0,2017,12,31,No,0
2025049064,796000.0,3,1.0,1980.0,3243.0,1.5,No,0,Fair,8,1980.0,0,106,98102.0,47.6429,-122.327,1380.0,1249,44.49719092257398,5223.0,2017,9,30,No,0
6046401105,450000.0,2,1.5,1450.0,2550.0,1.0,No,0,Fair,7,820.0,630,34,98103.0,47.6911,-122.348,1450.0,5100,38.07886552931954,4000.0,2016,4,30,No,0
3505100756,1129575.0,4,3.0,4280.0,18834.0,1.0,No,4,Excellent,10,2180.0,2100,47,98116.0,47.5811,-122.4,2490.0,8858,65.4217089351845,23114.0,2017,11,30,No,0
5468730110,270000.0,4,2.5,1810.0,6509.0,2.0,No,0,Fair,7,1810.0,0,24,98042.0,47.3531,-122.143,1760.0,7417,42.5440947723653,8319.0,2017,5,31,No,0
5154200015,1129575.0,3,3.0,2490.0,27702.0,2.0,Yes,4,Fair,10,2490.0,0,18,98116.0,47.5596,-122.403,2580.0,12119,49.8998997994986,30192.0,2016,4,30,No,0
9285800590,565000.0,3,1.0,1610.0,4108.0,1.5,No,0,Excellent,7,1610.0,0,90,98126.0,47.5704,-122.376,1680.0,4467,40.124805295477756,5718.0,2016,3,31,No,0
4083304190,680000.0,1,2.5,1820.0,3008.0,2.0,No,0,Fair,7,1090.0,730,108,98103.0,47.6529,-122.339,1860.0,3420,42.661458015403085,4828.0,2017,8,31,Yes,13
2470100110,1129575.0,5,5.75,9200.0,35069.0,2.0,No,0,Fair,2,6200.0,3000,17,98039.0,47.6289,-122.233,3560.0,24345,95.91663046625439,44269.0,2017,8,31,No,0
7574910490,864500.0,4,2.5,3520.0,35991.0,2.0,No,0,Good,10,3520.0,0,26,98077.0,47.7437,-122.035,3210.0,35991,59.329587896765304,39511.0,2017,11,30,No,0
868001030,1129575.0,4,2.25,3740.0,18000.0,1.0,No,0,Good,9,1870.0,1870,67,98177.0,47.7027,-122.378,2610.0,10902,61.155539405682624,21740.0,2017,9,30,No,0
8108600464,335000.0,3,2.25,2150.0,30476.0,2.0,No,0,Fair,7,2150.0,0,27,98188.0,47.4605,-122.277,2010.0,10800,46.36809247747852,32626.0,2017,5,31,No,0
3295610490,911000.0,4,3.25,3526.0,15958.0,2.0,No,0,Fair,10,3526.0,0,21,98075.0,47.567,-122.033,3639.0,15090,59.38013135721409,19484.0,2016,5,31,No,0
5013500110,425000.0,2,1.0,1070.0,6625.0,1.0,No,0,Fair,7,830.0,240,68,98116.0,47.5736,-122.393,1310.0,6625,32.71085446759225,7695.0,2017,11,30,No,0
3223069019,299950.0,3,1.0,1410.0,81021.0,1.0,No,0,Fair,7,1410.0,0,69,98058.0,47.4303,-122.067,2000.0,81021,37.54996671103717,82431.0,2017,10,31,Yes,36
2725069085,864000.0,4,2.5,3190.0,49658.0,2.0,No,0,Fair,10,3190.0,0,19,98074.0,47.6216,-122.015,3040.0,49658,56.480084985771754,52848.0,2017,12,31,No,0
6821600265,425000.0,2,1.0,1270.0,6000.0,1.0,No,0,Fair,7,1270.0,0,79,98199.0,47.6482,-122.393,1770.0,6000,35.63705936241092,7270.0,2016,3,31,No,0
1471701780,374950.0,4,1.5,1970.0,14490.0,1.5,No,0,Good,7,1970.0,0,55,98059.0,47.4612,-122.069,1880.0,14880,44.384682042344295,16460.0,2017,8,31,No,0
9835800750,247000.0,3,2.25,1640.0,7630.0,1.0,No,0,Good,8,1180.0,460,50,98032.0,47.3739,-122.29,1930.0,7630,40.496913462633174,9270.0,2017,12,31,No,0
8835900015,475000.0,3,1.0,1600.0,7161.0,1.0,No,0,Fair,8,1600.0,0,65,98118.0,47.5507,-122.261,1760.0,8280,40.0,8761.0,2017,12,31,No,0
806800110,275000.0,3,2.5,3020.0,5868.0,2.0,No,0,Fair,7,3020.0,0,15,98092.0,47.3361,-122.175,2710.0,5470,54.954526656136345,8888.0,2017,8,31,No,0
826069002,355000.0,2,1.0,1350.0,368517.0,1.0,No,0,Fair,6,1350.0,0,71,98077.0,47.7617,-122.061,2330.0,104108,36.742346141747674,369867.0,2017,10,31,No,0
2222059064,285000.0,4,1.75,1870.0,22072.0,1.0,No,0,Fair,7,1070.0,800,59,98042.0,47.3775,-122.165,2100.0,10185,43.243496620879306,23942.0,2016,3,31,No,0
7781600100,1129575.0,3,2.75,2730.0,38869.0,1.5,Yes,4,Fair,9,1940.0,790,55,98146.0,47.4857,-122.361,2630.0,28188,52.24940191045253,41599.0,2017,9,30,Yes,16
4047200265,325000.0,2,1.0,1100.0,17817.0,1.0,No,0,Fair,7,620.0,480,38,98019.0,47.7728,-121.9,1790.0,20009,33.166247903554,18917.0,2017,8,31,No,0
2125059013,1129575.0,5,3.5,4320.0,40816.0,2.0,No,0,Good,10,4320.0,0,21,98004.0,47.644,-122.185,4320.0,44584,65.72670690061993,45136.0,2016,4,30,No,0
2011400583,402000.0,3,2.5,2700.0,9994.0,1.0,No,3,Good,7,1350.0,1350,59,98198.0,47.397,-122.321,2470.0,10664,51.96152422706632,12694.0,2017,6,30,No,0
3526039160,1100000.0,3,3.0,3700.0,16857.0,1.0,No,0,Fair,10,2170.0,1530,18,98117.0,47.6956,-122.392,2320.0,12000,60.8276253029822,20557.0,2017,8,31,No,0
8718500495,375000.0,4,1.75,2190.0,9225.0,1.0,No,0,Good,7,1250.0,940,59,98028.0,47.7396,-122.256,2190.0,9225,46.79743582719036,11415.0,2017,7,31,No,0
3815500165,396000.0,5,2.75,2840.0,12253.0,1.0,No,0,Fair,7,1420.0,1420,58,98028.0,47.7618,-122.253,2210.0,11620,53.291650377896914,15093.0,2017,9,30,No,0
5104450690,320000.0,4,2.75,2610.0,9077.0,1.0,No,0,Good,8,1310.0,1300,31,98058.0,47.4612,-122.147,1900.0,10500,51.088159097779204,11687.0,2017,7,31,No,0
7202260300,610000.0,3,2.5,2630.0,5827.0,2.0,No,0,Fair,8,2630.0,0,17,98053.0,47.688,-122.038,2330.0,4715,51.28352561983234,8457.0,2017,7,31,No,0
1423600300,249950.0,3,1.5,1090.0,7698.0,1.0,No,0,Excellent,7,1090.0,0,52,98058.0,47.4553,-122.174,1540.0,7624,33.015148038438355,8788.0,2017,11,30,No,0
1796100015,675000.0,4,3.5,3090.0,100835.0,2.0,No,0,Fair,9,3090.0,0,19,98092.0,47.3087,-122.088,2400.0,50543,55.58776843874919,103925.0,2016,4,30,No,0
3874900090,448000.0,2,2.0,1670.0,7772.0,1.0,No,0,Good,6,860.0,810,99,98126.0,47.5461,-122.377,1300.0,7770,40.8656334834051,9442.0,2016,3,31,No,0
4232902615,819000.0,3,1.0,1300.0,3600.0,2.0,No,0,Fair,7,1300.0,0,118,98119.0,47.6345,-122.366,2510.0,4800,36.05551275463989,4900.0,2016,4,30,No,0
3585900495,1129575.0,3,2.5,3670.0,18505.0,1.0,No,4,Fair,10,2530.0,1140,35,98177.0,47.7588,-122.376,2920.0,20000,60.58052492344384,22175.0,2017,11,30,No,0
3790700110,225000.0,4,2.5,1700.0,6031.0,2.0,No,0,Fair,8,1700.0,0,24,98030.0,47.3582,-122.191,1930.0,6035,41.23105625617661,7731.0,2017,12,31,No,0
3626079040,790000.0,2,3.0,2560.0,982278.0,1.0,No,0,Fair,8,2560.0,0,14,98014.0,47.6955,-121.861,1620.0,40946,50.59644256269407,984838.0,2017,7,31,No,0
2461900375,685000.0,4,2.5,2770.0,6000.0,2.0,No,0,Fair,8,2400.0,370,25,98136.0,47.5536,-122.383,2120.0,6000,52.630789467763066,8770.0,2016,4,30,No,0
8651611690,812000.0,3,3.25,3240.0,8338.0,2.0,No,0,Fair,9,3240.0,0,17,98074.0,47.6321,-122.064,3420.0,8405,56.92099788303083,11578.0,2017,6,30,No,0
8682301050,705000.0,2,2.5,2300.0,6400.0,1.0,No,0,Fair,8,2300.0,0,11,98053.0,47.7196,-122.02,2300.0,6400,47.958315233127195,8700.0,2017,12,31,No,0
1858600042,360000.0,4,3.0,2483.0,6870.0,2.0,No,0,Fair,8,2483.0,0,13,98030.0,47.3627,-122.199,1943.0,6434,49.82971001320397,9353.0,2016,4,30,No,0
2767604252,344000.0,1,1.5,760.0,779.0,3.0,No,0,Fair,8,760.0,0,12,98107.0,47.6715,-122.382,1290.0,1189,27.568097504180443,1539.0,2016,1,31,No,0
1954700615,825000.0,4,1.5,2040.0,6900.0,2.0,No,0,Fair,9,2040.0,0,115,98112.0,47.6188,-122.285,3150.0,8220,45.16635916254486,8940.0,2017,10,31,No,0
6844702690,476500.0,3,1.0,1200.0,6120.0,1.0,No,0,Good,7,950.0,250,73,98115.0,47.6929,-122.287,1550.0,6120,34.64101615137755,7320.0,2016,4,30,No,0
2695600195,379500.0,2,1.0,960.0,5096.0,1.0,No,0,Excellent,7,960.0,0,69,98126.0,47.5314,-122.378,1760.0,4488,30.983866769659336,6056.0,2017,11,30,No,0
426059055,620000.0,3,1.75,2410.0,35236.0,1.0,No,0,Fair,8,2410.0,0,38,98072.0,47.7651,-122.166,2110.0,16980,49.09175083453431,37646.0,2017,10,31,Yes,16
1769600147,477590.0,3,3.25,2260.0,7701.0,2.0,No,0,Fair,8,1760.0,500,18,98146.0,47.5053,-122.377,1880.0,7529,47.53945729601885,9961.0,2017,7,31,No,0
9268200300,490000.0,3,1.0,1910.0,8190.0,1.0,No,0,Good,7,1010.0,900,72,98117.0,47.697,-122.365,1600.0,5042,43.70354676682432,10100.0,2017,5,31,No,0
3052700855,470000.0,3,1.5,1500.0,5000.0,1.5,No,0,Good,7,1140.0,360,91,98117.0,47.679,-122.373,1500.0,5000,38.72983346207417,6500.0,2017,6,30,No,0
9828702262,500000.0,3,2.25,1360.0,1236.0,2.0,No,0,Fair,8,1140.0,220,12,98112.0,47.6198,-122.299,1620.0,1231,36.87817782917155,2596.0,2017,7,31,No,0
1568100386,370000.0,3,1.0,1320.0,7341.0,1.0,No,0,Fair,7,1320.0,0,36,98155.0,47.7367,-122.295,1160.0,7573,36.3318042491699,8661.0,2017,6,30,No,0
4385700735,790000.0,2,1.5,1940.0,4400.0,1.0,No,0,Fair,7,970.0,970,95,98112.0,47.6371,-122.279,1480.0,3080,44.04543109109048,6340.0,2016,3,31,No,0
3425059206,725000.0,4,2.5,2650.0,18295.0,2.0,No,0,Fair,8,2650.0,0,32,98005.0,47.6075,-122.154,2230.0,19856,51.478150704935004,20945.0,2017,6,30,No,0
6848200018,840000.0,4,2.75,3040.0,2800.0,2.0,No,0,Fair,9,2100.0,940,112,98102.0,47.6245,-122.327,1260.0,2178,55.136195008360886,5840.0,2017,5,31,Yes,3
3023049256,390000.0,3,1.0,1240.0,11108.0,1.0,No,0,Good,7,1240.0,0,66,98166.0,47.4465,-122.354,2220.0,16533,35.21363372331802,12348.0,2017,6,30,No,0
4019301500,507000.0,3,2.25,2210.0,11585.0,1.0,No,0,Good,7,1510.0,700,60,98155.0,47.7574,-122.279,1870.0,14092,47.01063709417264,13795.0,2017,8,31,No,0
402000115,263500.0,3,1.75,1540.0,6273.0,1.0,No,0,Good,6,770.0,770,67,98118.0,47.5305,-122.277,1140.0,5512,39.242833740697165,7813.0,2017,11,30,No,0
9206950110,369000.0,3,2.5,1320.0,1683.0,2.0,No,0,Fair,8,1270.0,50,14,98106.0,47.5357,-122.365,1320.0,2206,36.3318042491699,3003.0,2017,7,31,No,0
8106300820,500000.0,3,2.5,3040.0,5326.0,2.0,No,0,Fair,9,3040.0,0,10,98055.0,47.4472,-122.207,3040.0,5442,55.136195008360886,8366.0,2017,8,31,No,0
8082400011,570000.0,2,1.0,910.0,4301.0,1.0,No,0,Good,7,910.0,0,95,98117.0,47.6814,-122.399,1810.0,4301,30.166206257996713,5211.0,2016,4,30,No,0
7137960110,284000.0,4,3.0,2040.0,7145.0,1.0,No,0,Fair,8,1490.0,550,24,98092.0,47.3275,-122.171,1940.0,7145,45.16635916254486,9185.0,2016,3,31,No,0
546000820,415000.0,2,1.0,980.0,4108.0,1.0,No,0,Fair,7,980.0,0,71,98117.0,47.687,-122.381,1500.0,4046,31.304951684997057,5088.0,2017,11,30,No,0
3330500705,197500.0,3,1.0,980.0,3090.0,1.5,No,0,Fair,6,980.0,0,115,98118.0,47.5525,-122.277,980.0,3090,31.304951684997057,4070.0,2017,5,31,No,0
1454600266,925000.0,4,3.75,4420.0,9492.0,2.0,No,1,Fair,9,3420.0,1000,56,98125.0,47.7211,-122.283,2880.0,9900,66.48308055437865,13912.0,2017,10,31,Yes,12
3335000025,468000.0,3,2.0,1570.0,6300.0,1.0,No,0,Fair,7,820.0,750,65,98118.0,47.5565,-122.275,1510.0,4281,39.6232255123179,7870.0,2017,11,30,Yes,12
1454100056,355000.0,3,1.0,1600.0,5001.0,1.5,No,0,Excellent,6,1080.0,520,88,98125.0,47.7232,-122.289,1340.0,5001,40.0,6601.0,2017,7,31,No,0
5035300090,639000.0,4,1.75,1830.0,6000.0,1.0,No,0,Good,7,930.0,900,79,98199.0,47.6536,-122.41,1540.0,6000,42.77849927241488,7830.0,2017,8,31,No,0
7504050090,720000.0,3,2.5,2820.0,14250.0,2.0,No,0,Fair,10,2820.0,0,27,98074.0,47.6396,-122.054,2820.0,12600,53.103672189407014,17070.0,2016,4,30,No,0
408100110,381000.0,3,1.75,1800.0,6000.0,1.0,No,0,Excellent,6,900.0,900,68,98155.0,47.7505,-122.317,1060.0,6628,42.42640687119285,7800.0,2017,6,30,No,0
5701700011,1050000.0,3,4.0,4380.0,42769.0,2.0,No,0,Excellent,10,4380.0,0,35,98052.0,47.7167,-122.109,3630.0,35425,66.18156843109719,47149.0,2017,5,31,No,0
3629970930,670000.0,3,3.0,2980.0,3730.0,2.0,No,0,Fair,9,2980.0,0,13,98029.0,47.5533,-121.995,2710.0,3640,54.589376255824725,6710.0,2017,11,30,No,0
7017200110,400000.0,3,1.0,1690.0,6658.0,1.0,No,0,Fair,7,1690.0,0,76,98133.0,47.7099,-122.35,1080.0,5925,41.10960958218893,8348.0,2017,10,31,Yes,35
4054500590,910000.0,4,3.5,4040.0,50479.0,2.0,No,0,Fair,10,4040.0,0,31,98077.0,47.7196,-122.048,3770.0,40899,63.56099432828282,54519.0,2017,6,30,No,0
2126059048,294000.0,3,1.0,1250.0,9427.0,1.0,No,0,Fair,6,1250.0,0,87,98034.0,47.7254,-122.175,1590.0,8250,35.35533905932738,10677.0,2016,4,30,No,0
984200590,315001.0,3,1.75,1500.0,10230.0,1.0,No,0,Okay,7,1500.0,0,50,98058.0,47.4349,-122.168,1770.0,8374,38.72983346207417,11730.0,2016,3,31,No,0
9353300090,360000.0,3,2.0,1630.0,10723.0,1.0,No,0,Excellent,7,1630.0,0,59,98059.0,47.4898,-122.133,1450.0,10723,40.3732584763727,12353.0,2017,7,31,No,0
7600057,520000.0,3,2.0,1410.0,2700.0,2.0,No,0,Good,7,1410.0,0,116,98122.0,47.6029,-122.302,1750.0,4000,37.54996671103717,4110.0,2017,8,31,No,0
2919701944,474000.0,3,1.0,1140.0,4560.0,1.0,No,0,Good,6,770.0,370,74,98117.0,47.6889,-122.362,1340.0,3980,33.76388603226827,5700.0,2017,10,31,No,0
7202341110,702000.0,4,2.5,3280.0,5876.0,2.0,No,0,Fair,7,3280.0,0,14,98053.0,47.6802,-122.034,2600.0,5000,57.271284253105414,9156.0,2016,3,31,No,0
1122069019,728000.0,4,3.5,3490.0,87497.0,2.0,No,0,Fair,9,3490.0,0,17,98038.0,47.4028,-122.002,2400.0,55657,59.07622195096772,90987.0,2017,8,31,No,0
1565950090,308000.0,4,2.5,2020.0,7277.0,2.0,No,0,Fair,8,2020.0,0,25,98055.0,47.4318,-122.19,2820.0,7284,44.94441010848846,9297.0,2016,3,31,No,0
1724069059,1129575.0,5,4.0,4580.0,4443.0,3.0,Yes,4,Fair,10,4580.0,0,14,98075.0,47.5682,-122.059,2710.0,4443,67.67569726275453,9023.0,2017,5,31,No,0
4137000110,340000.0,3,2.5,2270.0,7917.0,2.0,No,0,Fair,8,2270.0,0,32,98092.0,47.2643,-122.22,2160.0,7917,47.644516998286385,10187.0,2017,7,31,No,0
7849200945,306500.0,2,1.75,1310.0,10200.0,1.0,No,0,Good,6,1310.0,0,71,98065.0,47.5231,-121.82,1500.0,7200,36.193922141707716,11510.0,2016,4,30,No,0
2397101270,716000.0,3,2.0,1420.0,3600.0,1.5,No,0,Good,7,1420.0,0,114,98119.0,47.6367,-122.364,1250.0,3600,37.68288736283355,5020.0,2016,1,31,No,0
2726059100,950000.0,4,3.0,2980.0,44431.0,2.0,No,0,Okay,10,2640.0,340,37,98034.0,47.7154,-122.161,2010.0,7332,54.589376255824725,47411.0,2017,9,30,No,0
7202331500,673200.0,5,3.0,4180.0,8561.0,2.0,No,0,Fair,7,4180.0,0,15,98053.0,47.6833,-122.04,3425.0,6591,64.65291950097846,12741.0,2017,8,31,No,0
439000090,564500.0,4,2.25,1950.0,6000.0,1.0,No,0,Fair,7,1350.0,600,57,98115.0,47.6909,-122.301,1980.0,6000,44.15880433163923,7950.0,2016,3,31,No,0
7788000100,393000.0,4,1.75,1790.0,11801.0,1.0,No,0,Good,8,1790.0,0,44,98056.0,47.5172,-122.17,2000.0,12988,42.30839160261236,13591.0,2016,2,29,No,0
8658300315,425000.0,5,1.75,1400.0,5071.0,1.0,No,0,Fair,5,1400.0,0,102,98014.0,47.6499,-121.908,1200.0,7500,37.416573867739416,6471.0,2016,3,31,No,0
1723049567,150000.0,3,1.0,1320.0,24684.0,1.0,No,0,Fair,7,1320.0,0,39,98168.0,47.4771,-122.322,1120.0,21214,36.3318042491699,26004.0,2017,7,31,No,0
621069039,327000.0,4,2.25,1620.0,106722.0,1.0,No,0,Fair,8,1200.0,420,38,98042.0,47.3394,-122.091,1620.0,38400,40.24922359499622,108342.0,2016,2,29,No,0
6806300750,444900.0,4,2.5,3120.0,7448.0,2.0,No,0,Fair,9,3120.0,0,20,98042.0,47.3645,-122.126,2980.0,8102,55.85696017507576,10568.0,2016,3,31,No,0
1898900100,305000.0,4,2.5,2100.0,14773.0,2.0,No,0,Fair,8,2100.0,0,20,98023.0,47.3045,-122.391,2370.0,15440,45.8257569495584,16873.0,2017,7,31,No,0
2767603931,469000.0,3,3.25,1370.0,1194.0,3.0,No,0,Fair,8,1370.0,0,14,98107.0,47.6718,-122.388,1800.0,2678,37.013511046643494,2564.0,2017,8,31,No,0
6072400820,525000.0,3,1.75,1520.0,7875.0,1.0,No,0,Excellent,8,1520.0,0,49,98006.0,47.5569,-122.176,2150.0,9428,38.98717737923585,9395.0,2017,9,30,No,0
1922059396,330000.0,3,2.5,2410.0,17424.0,1.0,No,0,Fair,7,1630.0,780,40,98030.0,47.3741,-122.218,1530.0,11761,49.09175083453431,19834.0,2016,4,30,No,0
8818900300,618000.0,4,1.0,1260.0,4080.0,1.0,No,0,Good,7,1260.0,0,107,98105.0,47.6644,-122.324,1340.0,4080,35.4964786985977,5340.0,2017,10,31,No,0
9264910900,295500.0,4,2.5,2830.0,7350.0,1.0,No,0,Fair,8,1690.0,1140,36,98023.0,47.3088,-122.341,2350.0,7768,53.19774431308154,10180.0,2017,11,30,No,0
